,Age,Education Level,Race,Gender,householdSize,maritalStatus,Region,kidsInHH,employmentStatus,Hispanic,White,Black,nativeAmerican,asainIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,otherAsainEthnicity,Hawaiian,Guamanian,Samoan,otherPacificIslander,someOtherRace,politicalParty,Religion,Married,LGBTQ+,romanticPartner,partnersGender,sameGenderAsPartner,partnerHispanic,partnersRace,partnerChristian,partnersReligion,partnersAge,partnersEducationLevel,partnersPoliticalParty,livingWithPartner,ageMetPartner,ageRelationshipStarted,ageLivingTogether,ageMarried,relationshipLength,whoEarnsMore,sameHighSchool,sameCollege,sameHometown,parentsApprove,metAtWork,metAtSchool,metAtChurch,metViaInternetService,metOnVacation,metAtBar,metAtClubActivity,metAtParty,metOther,usedInternetSevice,familyIntroduced,friendsIntroduced,coworkersIntroduced,classmateIntroduced,neighborsIntroduced,selfIntroduced,otherIntroduced,qualityOfRelationship,metOnline,metAsCoworkers,metThroughFriends,metThroughFamily,metThroughSigOther,metThroughNeighbor,metCollege,metMilitary,metChurch,metVoluntaryOrg,metAsCustomer,metInternetDating,metNetworking,metGaming,metInternetChat,metInternetCommunity,metInternetOther,metInPublic,metBlindDate,metAtSinglesServiceNonInternet,metOnBusiness,metAsWorkNeighbors,typeOfInternetMeeting,sameSexCouple,ageDifference,metThroughFriends,metThroughFamily,metAsNeighbors,metThroughCoworkers,partnersRace,partnersRegion,stillMarriedToPartner,livingWithPartner,howDidMarriageEnd,stillInRelationship,livingTogether,howDidRelationshipEnd,relationshipStatus
2893,31,bachelors degree,"white, non-hispanic",male,2,married,west,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,no,none,34.0,bachelor's degree,democrat,yes,22.0,22.0,24.0,28.0,,partner earned more,different high school,attended same college or university,no,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2894,48,"some college, no degree","2+ races, non-hispanic",female,4,married,west,2,working - self-employed,"no, i am not",no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,republican,pentecostal,"yes, i am married",,,male,"no, we are an opposite-sex couple",no (not latino or hispanic),black or african american,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",54.0,associate degree,republican,yes,18.0,18.0,19.0,19.0,,partner earned more,different high school,did not attend same college or university,no,approve,no,yes,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,6.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",west,yes,yes,,,,,
2895,24,bachelors degree,"white, non-hispanic",male,2,married,west,0,not working - looking for work,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,25.0,bachelor's degree,"another party, please specify",yes,18.0,18.0,22.0,22.0,,partner earned more,same high school,did not attend same college or university,yes,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2896,57,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,1,divorced,west,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",west,,,,,,,Divorced
2897,26,bachelors degree,"white, non-hispanic",female,3,married,west,0,not working - other,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,mormon,"yes, i am married",,,male,,no (not latino or hispanic),white,no,mormon,29.0,bachelor's degree,republican,yes,21.0,21.0,22.0,22.0,,partner earned more,different high school,attended same college or university,no,approve,no,yes,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,met through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2898,23,"some college, no degree","other, non-hispanic",female,4,never married,west,0,not working - looking for work,"no, i am not",no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,no,none,27.0,"some college, no degree",no preference,no,20.0,20.0,20.0,,3 years or more,partner earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"other, non-hispanic",west,,,,yes,no,,Never married
2899,41,high school graduate - high school diploma or the equivalent (ged),"black, non-hispanic",male,6,married,midwest,3,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"yes, i am married",,,female,,no (not latino or hispanic),black or african american,no,other christian,40.0,hs graduate or ged,independent,yes,16.0,17.0,21.0,22.0,,i earned more,same high school,,yes,,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",midwest,yes,yes,,,,,Married
2900,52,high school graduate - high school diploma or the equivalent (ged),"black, non-hispanic",male,3,never married,south,0,not working - other,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"black, non-hispanic",south,,,,,,,Never married
2901,40,associate degree,hispanic,female,2,married,northeast,0,working - as a paid employee,"yes, puerto rican",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,democrat,catholic,"yes, i am married",,,male,,no (not latino or hispanic),white,no,none,44.0,hs graduate or ged,no preference,yes,16.0,16.0,16.0,17.0,,partner earned more,different high school,,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,excellent,met offline,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2902,45,"some college, no degree","black, non-hispanic",male,1,never married,south,0,not working - disabled,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"black, non-hispanic",south,,,,,,,
2903,47,high school graduate - high school diploma or the equivalent (ged),"black, non-hispanic",female,1,divorced,northeast,0,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),black or african american,no,none,34.0,hs graduate or ged,democrat,no,30.0,31.0,33.0,,,partner earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,fair,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,different sex couple,13.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2904,40,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,5,married,northeast,3,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,42.0,master's degree,independent,yes,18.0,18.0,21.0,21.0,,we earned about the same amount,different high school,,no,approve,yes,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,yes,no,no,no,no,good,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",northeast,yes,yes,,,,,
2905,44,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,married,south,2,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,baptist - any denomination,46.0,bachelor's degree,republican,yes,19.0,19.0,20.0,21.0,,partner earned more,different high school,,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",south,yes,yes,,,,,Married
2906,69,bachelors degree,"white, non-hispanic",female,1,divorced,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Divorced
2907,70,high school graduate - high school diploma or the equivalent (ged),"black, non-hispanic",female,1,married,south,0,not working - retired,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,male,,no (not latino or hispanic),black or african american,no,baptist - any denomination,65.0,hs graduate or ged,democrat,yes,40.0,40.0,50.0,50.0,,i earned more,different high school,,no,,no,no,no,no,yes,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,5.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,yes,yes,,,,,
2908,82,masters degree,"white, non-hispanic",male,1,divorced,midwest,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Divorced
2909,50,"some college, no degree","white, non-hispanic",female,2,separated,northeast,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,Divorced
2910,43,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,3,married,northeast,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,male,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",51.0,"some college, no degree",republican,yes,9.0,30.0,31.0,31.0,,partner earned more,same high school,,yes,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,yes,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,8.0,meet through friends,met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2911,44,professional or doctorate degree,"white, non-hispanic",male,4,married,northeast,0,working - as a paid employee,"no, i am not",refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,democrat,none,"yes, i am married",,,female,,no (not latino or hispanic),asian or pacific islander,no,none,44.0,master's degree,democrat,yes,8.0,19.0,25.0,25.0,,i earned more,same high school,did not attend same college or university,yes,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"other, non-hispanic",northeast,,,,,,,
2912,28,masters degree,"white, non-hispanic",female,4,never married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,no,catholic,29.0,"some college, no degree",independent,no,24.0,25.0,26.0,,3 years or more,partner earned more,different high school,did not attend same college or university,no,approve,no,no,no,yes,no,no,no,no,no,"yes, a different kind of internet service",no,no,no,no,no,no,yes,good,,,,,,,,,,,,,,,,,,,,,,,We cannot tell from the existed data whether the respondent and partner knew each other prior to online connection,different sex couple,1.0,,,,,"white, non-hispanic",northeast,,,,yes,no,,
2913,73,7th or 8th grade,"black, non-hispanic",female,2,widowed,south,0,not working - disabled,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,mormon,"yes, i am married",,,male,,refused,black or african american,no,"other non-christian, please specify",70.0,10th grade,no preference,no,12.0,18.0,,18.0,,refused,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,,,,,,,
2914,27,bachelors degree,"white, non-hispanic",male,2,married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,26.0,master's degree,democrat,yes,14.0,18.0,25.0,25.0,,i earned more,same high school,did not attend same college or university,no,approve,no,yes,no,no,yes,no,no,no,no,"no, we did not meet through the internet",no,yes,no,yes,no,no,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,,,,,,,
2915,21,"some college, no degree","white, non-hispanic",female,1,never married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,"yes, we are a same-sex couple",no (not latino or hispanic),black or african american,no,catholic,19.0,"some college, no degree",democrat,no,,21.0,,,less than one month,i earned more,different high school,did not attend same college or university,yes,neither approve nor disapprove,no,no,no,yes,no,no,no,no,no,"yes, an internet dating or matchmaking site (like eharmony or match.com)",no,no,no,no,no,no,yes,fair,met online,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,2.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,no,,we broke up,Never married
2916,20,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,2,never married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",midwest,,,,,,,Never married
2917,32,masters degree,"white, non-hispanic",female,2,married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"other non-christian, please specify:","yes, i am married",,,male,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,none,28.0,bachelor's degree,democrat,yes,25.0,25.0,25.0,26.0,,i earned more,different high school,attended same college or university,no,approve,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,meet through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",midwest,yes,yes,,,,,Married
